# humidity #1
0 19
141 19
141.0000000000176 19
154.9999999999752 25.99999999998372
154.9999999999752 25.99999999998372
155.0699999999751 70.03499999999997
155.0699999999751 70.03499999999997
155.9999999999742 70.49999999999955
156.0000000000041 70.50000000001448
214.999999999917 70.50000000001448
214.999999999917 70.50000000001448
215.0699999999169 70
215.0699999999169 70
300.0099999998745 70
# temperature #1
0 18.7
300.0099999998745 18.7
# co2ppm #1
0 1001
150.0000000000095 1001
150.0000000000095 1001
155.9999999999742 983.0000000001058
156.0000000000041 983.0000000000163
161.9999999999987 983.0000000000163
161.9999999999987 983.0000000000163
173.9999999999879 947.0000000000487
173.9999999999879 947.0000000000485
179.9999999999825 947.0000000000485
179.9999999999825 947.0000000000485
185.9999999999451 929.0000000001606
185.9999999999771 929.0000000000647
191.9999999999717 929.0000000000647
191.9999999999717 929.0000000000647
227.9999999999393 821.0000000001615
227.9999999999393 821.0000000001615
239.9999999999285 821.0000000001615
239.9999999999285 821.0000000001615
245.999999999887 803.0000000002863
245.9999999999231 803.0000000001778
257.9999999999123 803.0000000001778
257.9999999999123 803.0000000001778
263.9999999999068 785.0000000001941
263.9999999999068 785.0000000001939
269.9999999999014 785.0000000001939
269.9999999999014 785.0000000001939
281.9999999998905 749.0000000002264
281.9999999998905 749.0000000002262
300.0099999998745 749.0000000002262
# rule30 #1
0 0
300.0099999998745 0
# rule29 #1
0 0
300.0099999998745 0
# rule28 #1
0 0
144.0000000000149 0
144.0000000000149 0
144.0700000000149 1
144.0700000000149 1
263.9999999999068 1
263.9999999999068 1
264.0699999999068 0
264.0699999999068 0
300.0099999998745 0
# rule27 #1
0 0
144.0000000000149 0
144.0000000000149 0
144.0700000000149 1
144.0700000000149 1
287.9999999998851 1
287.9999999998852 1
288.0699999998851 0
288.0699999998851 0
300.0099999998745 0
# rule26 #1
0 0
300.0099999998745 0
# rule25 #1
0 0
2.99999999999998 0
3 0
3.069999999999999 1
3.069999999999999 1
141 1
141.0000000000176 1
141.0700000000176 0
141.0700000000176 0
287.9999999998851 0
287.9999999998852 0
288.0699999998851 1
288.0699999998851 1
300.0099999998745 1
# rule24 #1
0 0
141 0
141.0000000000176 0
141.0700000000176 1
141.0700000000176 1
290.9999999998824 1
290.9999999998825 1
291.0699999998824 0
291.0699999998824 0
300.0099999998745 0
# rule23 #1
0 0
5.999999999999936 0
5.999999999999956 0
6.069999999999954 1
6.069999999999954 1
144.0000000000149 1
144.0000000000149 1
144.0700000000149 0
144.0700000000149 0
287.9999999998851 0
287.9999999998852 0
288.0699999998851 1
288.0699999998851 1
300.0099999998745 1
# rule22 #1
0 0
5.999999999999936 0
5.999999999999956 0
6.069999999999954 1
6.069999999999954 1
144.0000000000149 1
144.0000000000149 1
144.0700000000149 0
144.0700000000149 0
290.9999999998824 0
290.9999999998825 0
291.0699999998824 1
291.0699999998824 1
300.0099999998745 1
# rule21 #1
0 0
144.0000000000149 0
144.0000000000149 0
144.0700000000149 1
144.0700000000149 1
293.9999999998798 1
293.9999999998798 1
294.0699999998798 0
294.0699999998798 0
300.0099999998745 0
# rule20 #1
0 0
300.0099999998745 0
# rule19 #1
0 0
300.0099999998745 0
# rule18 #1
0 0
5.999999999999936 0
5.999999999999956 0
6.069999999999954 1
6.069999999999954 1
144.0000000000149 1
144.0000000000149 1
144.0700000000149 0
144.0700000000149 0
290.9999999998824 0
290.9999999998825 0
291.0699999998824 1
291.0699999998824 1
300.0099999998745 1
# rule17 #1
0 0
144.0000000000149 0
144.0000000000149 0
144.0700000000149 1
144.0700000000149 1
293.9999999998798 1
293.9999999998798 1
294.0699999998798 0
294.0699999998798 0
300.0099999998745 0
# rule16 #1
