# humidity #1
0 19
144.0000000000149 19
144.0000000000149 19
154.9999999999752 24.49999999998401
154.9999999999752 24.49999999998401
155.0699999999751 70.03499999999997
155.0699999999751 70.03499999999997
155.9999999999742 70.49999999999955
156.0000000000041 70.50000000001448
214.999999999917 70.50000000001448
214.999999999917 70.50000000001448
215.0699999999169 70
215.0699999999169 70
300.0099999998745 70
# temperature #1
0 16.1
144.0000000000149 16.1
144.0000000000149 16.1
173.9999999999879 31.09999999999712
173.9999999999879 31.09999999999713
200.9999999999636 17.59999999999972
200.9999999999636 17.59999999999971
227.9999999999393 31.09999999999713
227.9999999999393 31.09999999999713
254.999999999915 17.59999999999972
254.999999999915 17.59999999999971
281.9999999998905 31.0999999999971
281.9999999998905 31.09999999999712
290.9999999998824 26.599999999998
290.9999999998825 26.59999999999798
300.0099999998745 26.59999999999798
# co2ppm #1
0 799
155.9999999999742 799
156.0000000000041 799
203.9999999999609 655.0000000001293
203.9999999999609 655.0000000001291
209.9999999999555 655.0000000001291
209.9999999999555 655.0000000001291
251.9999999999177 529.0000000002424
251.9999999999177 529.0000000002423
263.9999999999068 529.0000000002423
263.9999999999068 529.0000000002423
290.9999999998824 448.0000000003155
290.9999999998825 448.0000000003154
300.0099999998745 448.0000000003154
# rule30 #1
0 0
147.0000000000122 0
147.0000000000122 0
147.0700000000122 1
147.0700000000122 1
176.9999999999852 1
176.9999999999852 1
177.0699999999852 0
177.0699999999852 0
203.9999999999609 0
203.9999999999609 0
204.0699999999609 1
204.0699999999609 1
227.9999999999393 1
227.9999999999393 1
228.0699999999393 0
228.0699999999393 0
254.999999999915 0
254.999999999915 0
255.069999999915 1
255.069999999915 1
284.9999999998878 1
284.9999999998878 1
285.0699999999999 0
285.0699999999999 0
300.0099999998745 0
# rule29 #1
0 0
173.9999999999879 0
173.9999999999879 0
174.0699999999879 1
174.0699999999879 1
203.9999999999609 1
203.9999999999609 1
204.0699999999609 0
204.0699999999609 0
227.9999999999393 0
227.9999999999393 0
228.0699999999393 1
228.0699999999393 1
257.9999999999123 1
257.9999999999123 1
258.0699999999122 0
258.0699999999122 0
281.9999999998905 0
281.9999999998905 0
282.0699999998905 1
282.0699999998905 1
293.9999999998798 1
293.9999999998798 1
294.0699999998798 0
294.0699999998798 0
300.0099999998745 0
# rule28 #1
0 0
300.0099999998745 0
# rule27 #1
0 0
141 0
141.0000000000176 0
